year,rank,title,stage4_row_key,tmdb_id,imdb_id_tmdb,tmdb_title,tmdb_release_date,tmdb_match_confidence,worldwide_gross,domestic_gross,foreign_gross,domestic_pct,foreign_pct,domestic_rank,foreign_rank,domestic_foreign_ratio,rank_gap_domestic_vs_worldwide,rank_gap_foreign_vs_worldwide,domestic_missing,foreign_missing,worldwide_missing,any_gross_missing,synopsis_en,source_url,subtitle_available,subtitle_language,subtitle_path,hero_name,hero_actor,villain_name,villain_actor,victim_name,victim_level,hero_victim_distance,conflict_scale,moral_scope_index,confidence,has_political_keyword,political_keyword_count,political_any_core,political_any_broad,polkw_core,polkw_broad,total_kw,polshare_core,polshare_broad,parsing_status,warning_message,error_message
1977,20,Freaky Friday,19,16084.0,tt0076054,Freaky Friday,1976-12-17,MED,25642000,25642000.0,,100.0,,20.0,,,0.0,,False,True,False,True,"School girl Annabel is hassled by her mother, and Mrs. Andrews is annoyed with her daughter, Annabel. They both think that the other has an easy life. On a normal Friday morning, both complain about each other and wish they could have the easy life of their daughter/mother for just one day and their wishes come true as a bit of magic puts Annabel in Mrs. Andrews' body and vice versa. They both have a Freaky Friday.",https://www.boxofficemojo.com/year/world/1977/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1977_Freaky_Friday_tt0076054_4312575.srt,Annabel and Mrs. Andrews,collective_civilian,the body-swap magic / mutual mother-daughter conflict,non_human,Annabel and Mrs. Andrews,1,0,0,1,medium,False,0,False,False,0,0,7,0.0,0.0,success,,
1978,1,Grease,20,621.0,tt0077631,Grease,1978-06-16,HIGH,160018339,159978870.0,1179.0,100.0,0.1,1.0,4.0,135690.30534351146,0.0,3.0,False,False,False,False,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_Grease_tt0077631_4604669.srt,Sandy and Danny,collective_civilian,their eccentric friends and social pressures at high school,collective_civilian,Sandy and Danny's romance,0,0,0,0,medium,False,0,False,False,0,0,37,0.0,0.0,success,,
1978,2,Superman,21,1924.0,tt0078346,Superman,1978-12-14,HIGH,134220479,134218018.0,2461.0,100.0,0.1,2.0,3.0,54538.0,0.0,1.0,False,False,False,False,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_Superman_tt0078346_546322.srt,Clark Kent / Superman,individual_civilian,Lex Luthor,individual_civilian,the world,3,3,3,6,high,False,0,False,False,0,0,20,0.0,0.0,success,,
1978,3,National Lampoon's Animal House,22,8469.0,tt0077975,Animal House,1978-07-28,MANUAL_ACCEPTED,120098342,120091123.0,7219.0,100.0,0.1,3.0,2.0,16635.423604377338,0.0,-1.0,False,False,False,False,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_National_Lampoon_s_Animal_House_tt0077975_513373.srt,Delta Tau Chi Fraternity,collective_civilian,Dean Vernon Wormer,corporate_institutional,Delta Tau Chi Fraternity,1,0,0,1,high,False,0,False,False,0,0,9,0.0,0.0,success,,
1978,4,Every Which Way But Loose,23,15417.0,tt0077523,Every Which Way but Loose,1978-12-16,HIGH,85196485,85196485.0,,100.0,,4.0,,,0.0,,False,True,False,True,"Philo Beddoe is your regular, easygoing, truck-driving guy. He's also the best bar-room brawler west of the Rockies. And he lives with a 165-pound orangutan named Clyde. Like other guys, Philo finally falls in love - with a flighty singer who leads him on a screwball chase across the American Southwest. Nothing's in the way except a motorcycle gang, some cops, and legendary brawler Tank Murdock.",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_Every_Which_Way_But_Loose_tt0077523_698530.srt,Philo Beddoe,individual_civilian,"a motorcycle gang, some cops, and Tank Murdock",collective_civilian,Philo Beddoe and his love pursuit,0,0,0,0,medium,False,0,False,False,0,0,19,0.0,0.0,success,,
1978,5,Heaven Can Wait,24,12185.0,tt0077663,Heaven Can Wait,1978-06-28,HIGH,81640278,81640278.0,,100.0,,5.0,,,0.0,,False,True,False,True,"Joe Pendleton is a quarterback preparing to lead his team to the superbowl when he is almost killed in an accident. An overanxious angel plucks him to heaven only to discover that he wasn't ready to die, and that his body has been cremated. A new body must be found, and that of a recently-murdered millionaire is chosen. His wife and accountant—the murderers—are confused by this development, as he buys the L.A. Rams in order to once again quarterback them into the Superbowl.",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_Heaven_Can_Wait_tt0077663_561505.srt,Joe Pendleton,individual_civilian,the millionaire's wife and accountant,collective_civilian,Joe Pendleton,0,0,0,0,medium,False,0,False,False,0,0,10,0.0,0.0,success,,
1978,6,Hooper,25,16214.0,tt0077696,Hooper,1978-07-28,HIGH,78000000,78000000.0,,100.0,,6.0,,,0.0,,False,True,False,True,"Legendary stunt man Sonny Hooper remains one of the top men in his field, but due to too many stressful impacts to the spine and the need to pop painkillers several times a day, he knows he should get out of the industry before he ends up permanently disabled.",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_Hooper_tt0077696_74565.srt,Sonny Hooper,individual_civilian,Sonny Hooper's physical decline and stunt-related injury risk,none,Sonny Hooper,0,0,0,0,medium,False,0,False,False,0,0,2,0.0,0.0,success_with_warnings,villain_actor unresolved (none),
1978,7,Jaws 2,26,579.0,tt0077766,Jaws 2,1978-06-16,HIGH,77737272,77737272.0,,100.0,,7.0,,,0.0,,False,True,False,True,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_Jaws_2_tt0077766_745558.srt,Police chief Brody,state_military,a second monstrous shark,non_human,the citizens of Amity,2,1,0,3,high,True,1,True,True,1,1,20,0.05,0.05,success,,
1978,8,Revenge of the Pink Panther,27,6081.0,tt0078163,Revenge of the Pink Panther,1978-01-08,HIGH,49579269,49579269.0,,100.0,,8.0,,,0.0,,False,True,False,True,"Chief Inspector Jacques Clouseau is dead. At least that is what the world—and Charles Dreyfus—believe when a dead body is discovered in Clouseau's car after being shot off the road. Naturally, Clouseau knows differently and, taking advantage of not being alive, sets out to discover why an attempt was made on his life.",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_Revenge_of_the_Pink_Panther_tt0078163_1287010.srt,Chief Inspector Jacques Clouseau,state_military,the unknown would-be assassins targeting Clouseau,collective_civilian,Chief Inspector Jacques Clouseau,0,0,0,0,medium,False,0,False,False,0,0,4,0.0,0.0,success,,
1978,9,The Deer Hunter,28,11778.0,tt0077416,The Deer Hunter,1978-12-08,HIGH,48994659,48979328.0,12498.0,100.0,0.1,9.0,1.0,3918.973275724116,0.0,-8.0,False,False,False,False,"Three steelworkers enlist in the army and are sent to Vietnam, one leaving behind a rushed marriage, the others a shared love. What they encounter during the war changes their lives forever.",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_The_Deer_Hunter_tt0077416_8053699.srt,three steelworkers,collective_civilian,the Vietnam War,state_military,the three steelworkers and their loved ones,1,0,2,1,medium,False,0,False,False,0,0,22,0.0,0.0,success,,
1978,10,Halloween,29,948.0,tt0077651,Halloween,1978-10-24,HIGH,47001351,47000000.0,438.0,100.0,0.1,10.0,5.0,107305.93607305936,0.0,-5.0,False,False,False,False,"Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_Halloween_tt0077651_4884372.srt,Laurie Strode,individual_civilian,Michael Myers,individual_civilian,"the residents of Haddonfield, especially Laurie Strode and local teenagers",1,0,0,1,medium,True,1,False,True,0,1,13,0.0,0.0769230769230769,success,,
1978,11,Foul Play,30,15659.0,tt0077578,Foul Play,1978-07-14,HIGH,44999621,44999621.0,,100.0,,11.0,,,0.0,,False,True,False,True,"A shy San Francisco librarian and a bumbling cop fall in love as they solve a crime involving albinos, dwarves, and the Catholic Church.",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_Foul_Play_tt0077578_661314.srt,a shy San Francisco librarian and a bumbling cop,collective_civilian,"the crime involving albinos, dwarves, and the Catholic Church",collective_civilian,the targets of the crime,0,1,0,1,low,False,0,False,False,0,0,9,0.0,0.0,success,,
1978,12,The End,31,35976.0,tt0077504,The End,1978-05-10,HIGH,44917151,44917151.0,,100.0,,12.0,,,0.0,,False,True,False,True,"Wendell Lawson has only six months to live. Not wanting to endure his last few months of life waiting for the end, he decides to take matters into his own hands and enlists the help of a delusional mental patient to help him commit suicide.",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_The_End_tt0077504_4299617.srt,Wendell Lawson,individual_civilian,Wendell Lawson's terminal condition,non_human,Wendell Lawson,0,0,0,0,medium,False,0,False,False,0,0,9,0.0,0.0,success,,
1978,13,Up in Smoke,32,11455.0,tt0078446,Up in Smoke,1978-05-16,HIGH,44364244,44364244.0,,100.0,,13.0,,,0.0,,False,True,False,True,"An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas. While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye.""",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_Up_in_Smoke_tt0078446_5317571.srt,Anthony Stoner and Pedro de Pacas,collective_civilian,law enforcement / marijuana possession charges,state_military,Anthony Stoner and Pedro de Pacas,0,0,0,0,medium,False,0,False,False,0,0,10,0.0,0.0,success,,
1978,14,Midnight Express,33,11327.0,tt0077928,Midnight Express,1978-08-31,HIGH,35000000,35000000.0,,100.0,,14.0,,,0.0,,False,True,False,True,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_Midnight_Express_tt0077928_472197.srt,Billy Hayes,individual_civilian,the Turkish courts and prison system,state_military,Billy Hayes,0,0,1,0,high,True,3,True,True,1,3,29,0.0344827586206896,0.1034482758620689,success,,
1978,15,Coming Home,34,31657.0,tt0077362,Coming Home,1978-02-15,HIGH,32653905,32653905.0,,100.0,,15.0,,,0.0,,False,True,False,True,"In 1968 California, a Marine officer's wife falls in love with a former high school classmate who suffered a paralyzing combat injury in the war.",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_Coming_Home_tt0077362_1472816.srt,Sally Hyde,individual_civilian,the Vietnam War and its paralyzing combat injury,state_military,Luke Martin,0,0,1,0,medium,False,0,False,False,0,0,11,0.0,0.0,success,,
1978,16,The Lord of the Rings,35,123.0,tt0077869,The Lord of the Rings,1978-11-15,HIGH,30474857,30471420.0,,100.0,,16.0,,,0.0,,False,True,False,True,"Young Hobbit Frodo Baggins is thrown into an amazing adventure when he's tasked with destroying the One Ring, created by the dark lord Sauron. Frodo must travel in a small fellowship of nine warriors and accomplices. But it won't be an easy journey for the Fellowship of the Ring, on the ultimate quest to rid Middle-earth of evil.",https://www.boxofficemojo.com/year/world/1978/,True,en,/Users/cedricroetheli/Desktop/BA Cédric/Input/Code/boxoffice-analysis-pipeline/data/raw/subtitles/1978_The_Lord_of_the_Rings_tt0077869_277334.srt,Frodo Baggins,individual_civilian,Sauron,non_human,Middle-earth,2,3,2,5,high,False,0,False,False,0,0,13,0.0,0.0,success,,
